Experiment,subj,condition,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit,AOI_cue_p2_1s,AOI_resp_p2_1s,AOI_out_p2_1s,tOutFix_1s,ICU_Exp_medSplit
Exp3,P141_Exp3,NA,18,M,1,3,12,1,1,5,1,3718.47601169065,323,0,2895,164,0,170,210,13,10,1116,253,41,48,30,46,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,4,13,3,3,7,1,3053.92164454861,200,0,2122,381,0,110,207,9,8,916,252,48,47,43,42,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,4,14,2,2,6,2,5613.7568997965,333,104,4195,140,0,117,217,21,12,1685,249,86,58,85,58,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,4,15,4,4,8,3,4076.55388438616,347,413,1786,301,0,0,NA,25,5,1223,248,129,0,122,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,4,16,1,1,5,1,3754.3930910997,270,0,2541,277,0,110,316,17,5,1127,252,75,44,43,36,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,5,17,4,4,8,2,5532.70625750156,1476,0,2601,515,0,0,NA,39,8,1660,250,96,49,74,49,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,5,18,3,3,7,1,1398.8742325073,194,0,994,600,0,0,NA,6,3,420,254,0,43,0,41,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,5,19,1,1,5,1,1639.11326084781,0,0,1067,600,0,103,233,5,4,492,252,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,5,20,2,2,6,2,3326.95971181965,337,200,2222,354,0,0,NA,11,3,998,247,69,42,62,42,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,6,21,4,4,8,1,5274.61462100837,1574,0,2364,514,0,149,303,32,7,1583,251,104,0,104,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,6,22,1,1,5,1,1966.80587290393,223,186,669,153,0,30,220,10,6,590,253,37,97,29,93,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,6,23,3,3,7,1,1904.32437439631,321,0,1373,240,0,0,NA,6,12,571,253,0,41,0,35,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,1,6,24,2,2,6,1,1668.55171256975,314,0,877,173,0,617,220,6,2,501,252,45,0,40,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,7,25,8,4,12,1,2533.00257362571,200,0,1774,157,0,330,207,10,20,760,253,80,2,69,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,7,26,7,3,11,1,3120.82976697093,0,0,2893,297,0,258,486,3,11,936,252,51,5,41,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,7,27,6,2,10,1,1411.29057945545,344,376,617,160,24,180,203,7,4,424,250,46,0,42,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,7,28,5,1,9,1,620.585320779355,0,443,567,160,0,0,NA,3,4,186,252,0,38,0,36,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,8,29,6,2,10,1,1630.51337206889,640,0,694,587,0,0,NA,7,5,489,249,0,34,0,34,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,8,30,8,4,12,1,1022.28829104206,329,0,590,580,0,0,NA,4,3,307,251,0,56,0,51,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,8,31,5,1,9,1,1484.9832891141,480,27,764,561,0,0,NA,7,5,446,253,0,39,0,39,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,8,32,7,3,11,1,666.764756848352,287,142,289,186,0,167,240,4,6,200,254,0,56,0,50,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,9,33,6,2,10,2,2668.71535855535,547,364,1582,249,0,0,NA,10,2,800,249,68,51,35,50,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,9,34,5,1,9,1,2194.94912509253,1231,474,744,203,0,0,NA,4,6,659,249,21,15,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,9,35,8,4,12,1,914.821387712436,257,0,570,800,0,0,NA,3,2,275,254,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,9,36,7,3,11,1,1014.51043111774,223,74,516,183,0,260,104,4,6,305,254,33,49,33,47,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,10,37,5,1,9,1,1320.6464834675,450,302,700,204,0,0,NA,8,10,396,252,28,45,0,42,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,10,38,6,2,10,1,1004.3205462498,432,540,480,210,0,0,NA,4,3,301,252,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,10,39,8,4,12,1,956.663328483046,253,0,590,504,0,0,NA,4,8,287,251,0,58,0,53,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,10,40,7,3,11,1,480.011081172051,0,0,456,810,0,0,NA,2,1,144,245,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,11,41,5,1,9,1,1291.14111222589,472,671,493,0,0,0,NA,7,5,388,251,1,30,0,26,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,11,42,8,4,12,1,1488.12558426653,391,644,834,16,0,0,NA,6,2,446,252,20,25,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,11,43,7,3,11,1,1141.95529483914,334,0,693,650,0,0,NA,4,2,342,251,0,42,0,42,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,11,44,6,2,10,1,1009.08089108634,500,0,383,826,0,0,NA,5,1,303,250,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,12,45,8,4,12,1,1291.80358624399,378,0,450,743,0,0,NA,5,2,388,251,38,0,35,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,12,46,7,3,11,1,1024.79908802343,746,0,224,780,0,0,NA,2,2,308,251,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,12,47,6,2,10,1,872.380385742872,186,834,349,0,0,0,NA,5,1,261,252,39,0,39,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,2,12,48,5,1,9,1,789.217833555085,293,207,283,197,0,0,NA,4,3,237,251,18,90,0,79,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,13,49,10,2,14,1,2186.84777212184,1215,0,319,166,0,607,217,9,3,656,253,25,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,13,50,11,3,15,3,6274.66780595387,2841,0,2197,283,54,270,307,20,5,1882,251,128,48,104,48,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,13,51,9,1,13,2,3583.6854887784302,821,347,2173,293,0,0,NA,17,3,1075,250,30,37,0,33,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,13,52,12,4,16,3,4122.88556966632,821,203,2612,0,0,380,290,15,4,1237,246,68,31,68,31,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,14,53,10,2,14,1,1326.3442860225,380,0,680,287,0,123,253,5,5,398,250,23,35,0,32,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,14,54,9,1,13,2,2490.88623360331,539,474,1635,0,0,87,443,9,5,748,246,10,32,0,32,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,14,55,11,3,15,1,1550.32041007325,560,0,887,514,0,0,NA,5,8,466,253,0,53,0,48,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,14,56,12,4,16,2,2481.59494053289,233,760,1735,0,0,0,NA,11,2,744,251,34,0,34,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,15,57,9,1,13,1,2464.15320069536,976,154,778,451,0,0,NA,14,5,739,255,59,41,37,36,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,15,58,12,4,16,1,3540.55074472126,731,0,2163,563,0,0,NA,12,4,1063,251,45,45,43,45,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,15,59,11,3,15,1,671.319959754328,350,513,250,207,0,0,NA,3,3,201,252,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,15,60,10,2,14,1,766.060465439296,256,83,360,606,0,0,NA,3,2,230,253,17,20,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,16,61,12,4,16,1,2262.80259530722,450,0,1241,777,0,0,NA,10,3,679,249,60,0,36,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,16,62,9,1,13,1,1372.94014268264,316,347,776,210,0,0,NA,7,4,412,252,36,37,33,32,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,16,63,10,2,14,1,1101.66565313193,360,837,529,0,0,0,NA,5,1,330,253,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,16,64,11,3,15,1,794.957132056879,406,0,310,523,0,0,NA,3,3,238,250,0,43,0,43,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,17,65,10,2,14,1,1120.44373777826,336,473,569,300,0,0,NA,4,2,336,252,28,0,28,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,17,66,9,1,13,1,1212.17403399896,483,349,610,133,0,0,NA,5,5,364,249,0,52,0,50,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,17,67,11,3,15,1,1469.49594990838,504,0,867,556,0,0,NA,5,6,441,253,0,57,0,52,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,17,68,12,4,16,1,1042.0222435805,194,0,640,237,0,346,450,6,5,313,251,0,44,0,43,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,18,69,10,2,14,1,1001.9830386791,334,609,547,150,0,0,NA,4,3,300,253,0,0,0,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,18,70,12,4,16,1,1161.51040569275,263,370,591,353,0,0,NA,4,3,348,250,44,0,44,0,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,18,71,9,1,13,1,1107.7623427791,263,344,733,236,0,0,NA,3,2,332,251,0,52,0,50,23,High,NA,NA,NA,NA,High
Exp3,P141_Exp3,NA,18,M,3,18,72,11,3,15,1,617.077452183366,120,64,440,386,0,0,NA,2,7,185,254,0,51,0,46,23,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,1,1,2,2,6,3,5625.33046991848,373,0,4440,157,0,573,187,18,3,1688,247,25,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,1,2,3,3,7,3,3751.03980951644,276,53,3095,180,0,377,210,10,4,1126,253,0,41,0,38,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,1,3,1,1,5,1,1353.02121173481,127,0,957,505,0,183,213,7,4,406,252,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,1,4,4,4,8,1,1866.35879791538,294,0,1300,420,0,304,233,8,4,560,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,2,5,1,1,5,2,4616.69025409356,403,0,3378,446,0,163,223,19,4,1385,253,0,34,0,30,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,2,6,4,4,8,1,1414.87851769489,264,0,900,589,0,124,230,8,4,425,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,2,7,2,2,6,2,2703.50970961226,196,103,2179,389,0,203,227,10,4,811,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,2,8,3,3,7,1,1139.3200100174,166,143,597,380,0,170,227,5,4,341,252,56,0,44,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,3,9,1,1,5,1,3025.94723995026,659,0,1510,757,0,0,NA,14,3,908,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,3,10,2,2,6,1,1066.39351424201,300,340,616,379,0,0,NA,5,4,320,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,3,11,3,3,7,1,744.084562895296,176,337,360,373,0,0,NA,3,4,224,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,3,12,4,4,8,1,603.026690952902,143,0,349,611,0,0,NA,3,3,180,253,0,26,0,26,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,4,13,2,2,6,1,1108.07969910275,160,0,796,830,0,0,NA,5,1,332,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,4,14,3,3,7,2,3104.35821405008,227,0,2321,594,0,140,217,11,3,931,248,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,4,15,4,4,8,3,3326.04738544796,147,0,2673,702,0,0,NA,13,3,998,248,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,4,16,1,1,5,1,1585.93620553438,260,0,1059,584,0,157,233,8,3,476,252,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,5,17,4,4,8,1,1048.8240720897,240,0,513,760,0,0,NA,6,2,315,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,5,18,1,1,5,1,1607.08248137598,173,150,1103,607,0,0,NA,6,3,482,251,31,0,28,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,5,19,2,2,6,1,846.370025199576,284,0,424,776,0,0,NA,4,3,254,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,5,20,3,3,7,1,277.44189763871,0,0,263,300,0,0,NA,1,4,83,245,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,6,21,2,2,6,1,1766.9748373828,260,0,1214,751,0,0,NA,9,3,530,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,6,22,4,4,8,1,1144.43599264996,200,364,719,364,0,0,NA,7,4,343,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,6,23,3,3,7,1,1644.3452567928,309,0,1076,743,0,0,NA,8,3,494,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,1,6,24,1,1,5,1,507.475553189579,146,0,233,253,0,0,NA,3,2,153,246,0,25,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,7,25,6,2,10,2,6732.66587201033,2145,0,3463,541,0,163,273,26,4,2020,250,40,0,40,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,7,26,7,3,11,2,2615.61574285952,359,0,1885,787,0,0,NA,9,2,784,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,7,27,8,4,12,1,1182.81652859514,0,0,802,739,0,0,NA,4,3,355,253,34,0,33,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,7,28,5,1,9,1,584.717042940611,0,0,380,446,0,249,274,3,3,175,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,8,29,6,2,10,1,1373.23996550549,339,203,743,557,0,0,NA,5,3,412,252,5,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,8,30,5,1,9,3,3975.6857132088,226,0,3220,580,0,120,227,16,6,1193,246,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,8,31,7,3,11,1,976.773374562981,133,0,660,730,0,0,NA,6,3,293,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,8,32,8,4,12,1,282.490084076926,0,236,214,503,0,0,NA,1,3,85,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,9,33,6,2,10,1,674.589080546866,0,140,619,584,0,0,NA,3,3,203,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,9,34,7,3,11,1,2040.1499581676,270,263,1557,487,0,0,NA,6,3,613,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,9,35,5,1,9,1,2121.14244769327,253,0,1288,723,0,0,NA,11,3,636,252,45,0,39,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,9,36,8,4,12,1,220.803729725958,0,0,197,504,0,0,NA,1,3,66,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,10,37,5,1,9,2,2969.66821653041,144,0,2220,583,0,80,266,11,3,891,249,53,0,50,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,10,38,7,3,11,1,1186.78815822568,0,0,921,530,0,0,NA,4,3,356,253,46,0,46,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,10,39,6,2,10,1,757.023115871561,239,0,443,558,0,0,NA,3,4,227,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,10,40,8,4,12,1,222.43843623437,113,97,0,673,0,0,NA,1,3,66,252,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,11,41,5,1,9,1,3442.57647746781,319,147,2015,553,0,0,NA,11,3,1033,250,67,0,34,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,11,42,8,4,12,3,4114.28158973831,313,166,3274,497,0,0,NA,14,4,1235,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,11,43,6,2,10,1,1254.22900677768,0,0,1037,766,0,0,NA,4,3,376,252,25,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,11,44,7,3,11,1,100.52509905654,0,174,56,536,0,0,NA,1,4,30,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,12,45,6,2,10,1,945.091803936521,130,547,667,183,0,0,NA,4,3,284,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,12,46,7,3,11,1,514.333196668304,183,403,280,213,0,0,NA,2,3,154,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,12,47,8,4,12,1,758.722111875613,303,0,373,593,0,0,NA,4,3,228,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,2,12,48,5,1,9,1,186.190558153612,0,0,180,254,0,0,NA,1,3,56,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,13,49,11,3,15,2,1493.84705704506,130,120,1079,567,0,0,NA,6,4,448,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,13,50,10,2,14,1,474.864999368947,0,0,391,684,0,0,NA,3,3,142,246,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,13,51,9,1,13,1,433.330479270808,0,0,337,570,0,0,NA,3,4,130,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,13,52,12,4,16,1,273.074010943674,0,274,213,366,0,0,NA,2,3,82,246,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,14,53,11,3,15,2,2284.23525162543,103,0,1725,597,0,0,NA,10,2,686,249,0,46,0,46,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,14,54,9,1,13,3,3330.73233624236,247,74,2541,440,0,0,NA,11,3,999,249,0,52,0,51,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,14,55,12,4,16,3,3820.34388450666,357,0,2562,506,0,146,633,14,3,1146,249,45,0,45,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,14,56,10,2,14,1,468.415301951609,0,137,406,580,0,0,NA,3,4,141,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,15,57,12,4,16,3,3386.55987207494,133,309,2724,183,0,127,227,13,4,1016,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,15,58,9,1,13,1,1253.98762894838,127,0,847,560,0,0,NA,5,3,376,252,18,62,0,56,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,15,59,11,3,15,1,938.338484771521,233,0,583,797,0,0,NA,5,2,282,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,15,60,10,2,14,1,173.422664560348,0,177,116,543,0,0,NA,1,2,52,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,16,61,12,4,16,1,3076.9206267305,220,263,2023,477,134,0,NA,15,3,924,250,52,0,49,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,16,62,11,3,15,2,2210.4390943241,323,183,1571,530,0,0,NA,9,3,663,245,0,8,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,16,63,9,1,13,1,955.251297405994,123,0,484,781,0,0,NA,5,3,287,251,23,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,16,64,10,2,14,1,486.610397774712,0,374,327,160,0,166,190,3,4,146,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,17,65,9,1,13,2,2196.56717477847,150,360,1243,64,110,0,NA,8,4,659,250,51,0,51,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,17,66,10,2,14,1,797.507671635685,137,254,573,480,0,0,NA,3,4,240,254,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,17,67,11,3,15,1,239.882221647349,170,127,0,617,0,0,NA,1,3,72,251,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,17,68,12,4,16,1,69.9872969798889,64,756,0,0,0,0,NA,1,3,21,249,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,18,69,9,1,13,1,1568.11077430575,127,107,840,553,170,0,NA,9,3,470,253,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,18,70,11,3,15,1,914.570074233779,207,248,614,310,0,0,NA,4,4,274,254,0,52,0,48,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,18,71,10,2,14,1,614.307159425152,298,0,250,703,0,0,NA,3,4,184,254,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P142_Exp3,NA,19,M,3,18,72,12,4,16,1,214.226622221759,0,0,210,500,0,0,NA,1,4,65,250,0,0,0,0,34,High,NA,NA,NA,NA,High
Exp3,P143_Exp3,NA,20,M,1,1,1,4,4,8,3,6863.04576388284,1689,153,4074,110,0,380,220,27,5,2059,250,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,1,2,3,3,7,3,7339.34274512285,3531,70,3066,190,0,277,216,26,4,2203,246,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,1,3,1,1,5,2,8717.04907714229,1700,0,4508,403,0,334,219,33,4,2616,250,284,0,255,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,1,4,2,2,6,1,5352.67492513958,2300,0,2254,429,0,330,214,25,3,1606,253,37,0,37,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,2,5,3,3,7,2,4147.65923412051,801,0,2646,389,0,203,207,15,5,1244,251,48,17,43,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,2,6,1,1,5,1,2998.24694237759,366,0,1986,583,0,90,276,12,5,900,254,66,0,62,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,2,7,2,2,6,1,1214.34146663523,67,0,897,403,0,180,207,4,4,365,254,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,2,8,4,4,8,2,2318.02434876954,213,0,1697,126,124,0,NA,8,3,695,249,0,128,0,128,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,3,9,1,1,5,1,3540.31521139041,1468,0,1630,463,0,186,263,12,3,1062,252,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,3,10,2,2,6,1,1031.01646658615,285,0,560,830,0,0,NA,7,2,310,254,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,3,11,3,3,7,1,1725.02448114756,557,286,968,0,0,143,340,6,5,517,251,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,3,12,4,4,8,1,920.603058835695,187,0,607,492,0,230,200,4,4,276,252,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,4,13,1,1,5,1,1918.19015721921,594,809,1096,0,0,0,NA,8,6,576,253,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,4,14,4,4,8,1,1465.83115650355,409,512,864,200,0,0,NA,6,6,440,254,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,4,15,2,2,6,1,1350.30264279339,267,0,816,720,0,0,NA,4,3,405,253,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,4,16,3,3,7,1,754.744929970911,219,40,463,437,0,163,263,5,4,226,252,0,0,0,0,17,Low,NA,NA,NA,NA,Low
Exp3,P143_Exp3,NA,20,M,1,5,17,2,2,6,1,1678.68198354336,236,196,1323,387,0,0,NA,4,5,504,250,0,0,0,0,17,Low,NA,NA,NA,NA,Low
